x,y,z,x,y,z
0.010645791,0.35969993,0.1190197,0.010645791,0.35969993,0.1190197
0.015177131,0.347175,0.11851842,0.015177131,0.347175,0.11851842
0.021763366,0.35013276,0.113991976,0.021763366,0.35013276,0.113991976
0.01771069,0.38180098,0.114853784,0.01771069,0.38180098,0.114853784
0.021543395,0.3813079,0.1121382,0.021543395,0.3813079,0.1121382
0.021988327,0.3832996,0.11411134,0.021988327,0.3832996,0.11411134
0.018021667,0.3848841,0.11723843,0.018021667,0.3848841,0.11723843
0.025379438,0.3807144,0.110181116,0.025379438,0.3807144,0.110181116
0.027086852,0.38038096,0.10953101,0.027086852,0.38038096,0.10953101
0.0268788,0.38197085,0.11062406,0.0268788,0.38197085,0.11062406
0.025292853,0.3814857,0.110706784,0.025292853,0.3814857,0.110706784
0.02335915,0.38115165,0.11123373,0.02335915,0.38115165,0.11123373
0.02215564,0.37931702,0.111855604,0.02215564,0.37931702,0.111855604
0.02438744,0.3799646,0.11065616,0.02438744,0.3799646,0.11065616
0.018692756,0.37894788,0.11476718,0.018692756,0.37894788,0.11476718
0.0064807343,0.37822056,0.12321841,0.0064807343,0.37822056,0.12321841
0.010208515,0.37836403,0.1217746,0.010208515,0.37836403,0.1217746
0.008782932,0.38263962,0.1201916,0.008782932,0.38263962,0.1201916
0.0056268815,0.38279924,0.12126295,0.0056268815,0.38279924,0.12126295
0.025238827,0.38401005,0.1120679,0.025238827,0.38401005,0.1120679
0.027715709,0.38570046,0.1115818,0.027715709,0.38570046,0.1115818
0.024121068,0.38906437,0.11433535,0.024121068,0.38906437,0.11433535
0.02278845,0.3860811,0.114357,0.02278845,0.3860811,0.114357
0.030567901,0.38769537,0.11071537,0.030567901,0.38769537,0.11071537
0.029206542,0.38297072,0.109798044,0.029206542,0.38297072,0.109798044
0.03244046,0.38370487,0.10872071,0.03244046,0.38370487,0.10872071
0.026322965,0.37859923,0.1095804,0.026322965,0.37859923,0.1095804
0.029149638,0.37671542,0.10826853,0.029149638,0.37671542,0.10826853
0.029859629,0.37963158,0.10899673,0.029859629,0.37963158,0.10899673
0.027012164,0.37367457,0.109195136,0.027012164,0.37367457,0.109195136
0.023878986,0.3769159,0.11087786,0.023878986,0.3769159,0.11087786
0.02047937,0.37554827,0.11390313,0.02047937,0.37554827,0.11390313
0.016080605,0.37448457,0.11779076,0.016080605,0.37448457,0.11779076
0.018472977,0.369303,0.11532041,0.018472977,0.369303,0.11532041
0.023332871,0.37115294,0.11181347,0.023332871,0.37115294,0.11181347
0.026188891,0.3927877,0.11275486,0.026188891,0.3927877,0.11275486
0.03397556,0.37873963,0.10706379,0.03397556,0.37873963,0.10706379
0.03737712,0.3849831,0.10599251,0.03737712,0.3849831,0.10599251
0.033743262,0.37380323,0.10641435,0.033743262,0.37380323,0.10641435
0.03159876,0.3693222,0.106840566,0.03159876,0.3693222,0.106840566
0.02757877,0.36561644,0.10887207,0.02757877,0.36561644,0.10887207
0.022228533,0.36271566,0.11238206,0.022228533,0.36271566,0.11238206
0.01740851,0.33704385,0.10817827,0.01740851,0.33704385,0.10817827
0.02558695,0.34137583,0.10384534,0.02558695,0.34137583,0.10384534
0.03461459,0.46271864,0.10447254,0.03461459,0.46271864,0.10447254
